species	canonical_region_id	anchor_id	reference_start	reference_end	dominant_query_chrom	dominant_query_start	dominant_query_end	orientation	coverage_fraction	n_raw_blocks	ambiguous	missing
Dove	CR_04	CR_04_A044	49001591	49101591	1.LR594554.2	30532196	30573289	+	0.33605	5	false	false
Sandgrouse	CR_04	CR_04_A044	49001591	49101591	pri.chr15	19813931	19856784	+	0.27518	4	false	false
Turaco	CR_04	CR_04_A044	49001591	49101591	pri.chr5	83373214	83525115	+	0.97417	2	false	false
Cuckoo	CR_04	CR_04_A044	49001591	49101591					0.07043	2	false	true
Stork	CR_04	CR_04_A045	49101591	49201591	pri.CM030196.1	51158040	61666939	+	0.72139	2	false	false
Flamingo	CR_04	CR_04_A045	49101591	49201591	pri.chr4	51370599	59886065	+	0.72139	2	true	false
Dove	CR_04	CR_04_A045	49101591	49201591	1.LR594554.2	30668726	31964674	+	0.5418	2	false	false
Sandgrouse	CR_04	CR_04_A045	49101591	49201591	pri.chr5	47646766	47696776	-	0.70116	2	true	false
Turaco	CR_04	CR_04_A045	49101591	49201591	pri.chr5	72391176	83414818	+	0.57859	3	false	false
Cuckoo	CR_04	CR_04_A045	49101591	49201591	pri.CM030640.1	48315333	58636965	-	0.50608	2	false	false
Stork	CR_04	CR_04_A046	49201591	49301591					0.10946	1	false	true
Flamingo	CR_04	CR_04_A046	49201591	49301591					0.10946	1	false	true
Dove	CR_04	CR_04_A046	49201591	49301591	1.LR594554.2	31830000	31964674	+	0.79322	1	false	false
Sandgrouse	CR_04	CR_04_A046	49201591	49301591					0.10836	1	false	true
Turaco	CR_04	CR_04_A046	49201591	49301591					0.13046	2	false	true
Cuckoo	CR_04	CR_04_A046	49201591	49301591					0.06355	1	false	true
Stork	CR_04	CR_04_A047	49301591	49401591	pri.CM030196.1	50911304	51019675	+	0.28433	4	false	false
Flamingo	CR_04	CR_04_A047	49301591	49401591	pri.chr4	51124570	51235284	-	0.28433	4	false	false
Dove	CR_04	CR_04_A047	49301591	49401591	1.LR594554.2	32010819	32108194	+	0.28975	4	false	false
Sandgrouse	CR_04	CR_04_A047	49301591	49401591	pri.chr5	47450123	47535714	-	0.31733	4	false	false
Turaco	CR_04	CR_04_A047	49301591	49401591					0.1709	3	false	true
Cuckoo	CR_04	CR_04_A047	49301591	49401591	pri.CM030640.1	48024364	48138732	-	0.26504	4	false	false
Stork	CR_04	CR_04_A048	49401591	49501591	pri.CM030196.1	50781531	50835577	+	0.20534	3	false	false
Flamingo	CR_04	CR_04_A048	49401591	49501591	pri.chr4	50996250	51050791	-	0.2051	3	false	false
Dove	CR_04	CR_04_A048	49401591	49501591	1.LR594554.2	32129839	32244253	+	0.35225	5	false	false
Sandgrouse	CR_04	CR_04_A048	49401591	49501591					0.14325	2	false	true
Turaco	CR_04	CR_04_A048	49401591	49501591					0.14119	2	false	true
Cuckoo	CR_04	CR_04_A048	49401591	49501591	pri.CM030640.1	47908934	48029742	-	0.21968	4	false	false
Stork	CR_04	CR_04_A049	49501591	49601591					0.18313	3	false	true
Flamingo	CR_04	CR_04_A049	49501591	49601591					0.18396	3	false	true
Dove	CR_04	CR_04_A049	49501591	49601591					0.11816	2	false	true
Sandgrouse	CR_04	CR_04_A049	49501591	49601591					0.1827	3	false	true
Turaco	CR_04	CR_04_A049	49501591	49601591					0.18298	3	false	true
Cuckoo	CR_04	CR_04_A049	49501591	49601591					0.13193	2	false	true
Stork	CR_04	CR_04_A050	49601591	49701591	pri.CM030196.1	50603936	82785343	+	0.51613	6	false	false
Flamingo	CR_04	CR_04_A050	49601591	49701591	pri.chr4	50814713	61659274	+	0.53942	6	false	false
Dove	CR_04	CR_04_A050	49601591	49701591	1.LR594554.2	735457	32453776	-	0.85861	2	false	false
Sandgrouse	CR_04	CR_04_A050	49601591	49701591	pri.chr15	21554881	21637947	+	0.8916	2	false	false
Turaco	CR_04	CR_04_A050	49601591	49701591	pri.chr5	1846118	71813546	+	0.73864	3	false	false
Cuckoo	CR_04	CR_04_A050	49601591	49701591	pri.CM030640.1	47737545	77818227	+	0.50962	3	false	false
Stork	CR_04	CR_04_A051	49701591	49801591	pri.CM030196.1	82778106	82907332	+	0.46019	7	false	false
Flamingo	CR_04	CR_04_A051	49701591	49801591	pri.chr4	61652039	61780772	+	0.52414	8	false	false
Dove	CR_04	CR_04_A051	49701591	49801591	1.LR594554.2	647959	815078	-	0.50903	5	false	false
Sandgrouse	CR_04	CR_04_A051	49701591	49801591	pri.chr15	21445185	21637947	+	0.58394	7	false	false
Turaco	CR_04	CR_04_A051	49701591	49801591	pri.chr5	1932643	2057742	+	0.4066	5	false	false
Cuckoo	CR_04	CR_04_A051	49701591	49801591	pri.CM030640.1	77811136	77934578	+	0.45951	7	false	false
Stork	CR_04	CR_04_A052	49801591	49901591	pri.CM030196.1	82898303	82987031	+	0.3789	6	false	false
Flamingo	CR_04	CR_04_A052	49801591	49901591	pri.chr4	61771694	61861798	+	0.37881	6	false	false
Dove	CR_04	CR_04_A052	49801591	49901591	1.LR594554.2	586669	630151	-	0.25301	3	false	false
Sandgrouse	CR_04	CR_04_A052	49801591	49901591	pri.chr15	21322149	21454130	+	0.36986	6	false	false
Turaco	CR_04	CR_04_A052	49801591	49901591	pri.chr5	2050095	2144950	+	0.36401	6	false	false
Cuckoo	CR_04	CR_04_A052	49801591	49901591	pri.CM030640.1	77926611	78001897	+	0.40814	6	false	false
Stork	CR_04	CR_04_A053	49901591	50001591	pri.CM030196.1	83039690	83121088	+	0.57432	8	false	false
Flamingo	CR_04	CR_04_A053	49901591	50001591	pri.chr4	61915975	61994151	+	0.58244	7	false	false
Dove	CR_04	CR_04_A053	49901591	50001591	1.LR594554.2	493560	555552	-	0.43409	5	false	false
Sandgrouse	CR_04	CR_04_A053	49901591	50001591	pri.chr15	21263872	21339928	+	0.60435	7	false	false
Turaco	CR_04	CR_04_A053	49901591	50001591	pri.chr5	2193406	2266705	+	0.5317	7	false	false
Cuckoo	CR_04	CR_04_A053	49901591	50001591	pri.CM030640.1	78048036	78123445	+	0.58435	6	false	false
Stork	CR_04	CR_04_A054	50001591	50101591					0.10722	2	false	true
Flamingo	CR_04	CR_04_A054	50001591	50101591					0.14164	3	false	true
Dove	CR_04	CR_04_A054	50001591	50101591	1.LR594554.2	401905	1001687	-	0.49147	3	false	false
Sandgrouse	CR_04	CR_04_A054	50001591	50101591	pri.chr15	21137209	21218335	+	0.21108	4	false	false
Turaco	CR_04	CR_04_A054	50001591	50101591					0.15089	3	false	true
Cuckoo	CR_04	CR_04_A054	50001591	50101591	pri.CM030640.1	78185005	78218692	+	0.20296	3	false	false
Stork	CR_04	CR_04_A055	50101591	50201591	pri.CM030196.1	83282508	83393797	+	0.72843	7	false	false
Flamingo	CR_04	CR_04_A055	50101591	50201591	pri.chr4	62152248	62238929	+	0.62808	6	false	false
Dove	CR_04	CR_04_A055	50101591	50201591	1.LR594554.2	923543	1011652	+	0.81842	2	false	false
Sandgrouse	CR_04	CR_04_A055	50101591	50201591	pri.chr15	21054862	21151137	+	0.63714	6	false	false
Turaco	CR_04	CR_04_A055	50101591	50201591	pri.chr5	2406319	2491113	+	0.66545	5	false	false
Cuckoo	CR_04	CR_04_A055	50101591	50201591	pri.CM030640.1	78268615	78344728	+	0.58266	5	false	false
Stork	CR_04	CR_04_A056	50201591	50301591	pri.CM030196.1	83386771	83497602	+	0.6144	9	false	false
Flamingo	CR_04	CR_04_A056	50201591	50301591	pri.chr4	62269802	62371706	+	0.52883	6	false	false
Dove	CR_04	CR_04_A056	50201591	50301591	1.LR594554.2	1005941	1099737	+	0.54284	7	false	false
Sandgrouse	CR_04	CR_04_A056	50201591	50301591	pri.chr15	20962638	21062106	+	0.5424	7	false	false
Turaco	CR_04	CR_04_A056	50201591	50301591	pri.chr5	2525209	2671879	+	0.44019	6	false	false
Cuckoo	CR_04	CR_04_A056	50201591	50301591	pri.CM030640.1	78360707	78443838	+	0.41601	5	false	false
Stork	CR_04	CR_04_A057	50301591	50401591	pri.CM030196.1	83489417	83586587	+	0.48937	6	false	false
Flamingo	CR_04	CR_04_A057	50301591	50401591	pri.chr4	62363591	62445784	+	0.33712	5	false	false
Dove	CR_04	CR_04_A057	50301591	50401591	1.LR594554.2	1092357	1174209	+	0.26664	5	false	false
Sandgrouse	CR_04	CR_04_A057	50301591	50401591	pri.chr15	20916412	20969664	+	0.20947	4	false	false
Turaco	CR_04	CR_04_A057	50301591	50401591	pri.chr5	2609274	2671879	+	0.76212	1	false	false
Cuckoo	CR_04	CR_04_A057	50301591	50401591	pri.CM030640.1	78436683	78511987	+	0.42225	6	false	false
Stork	CR_04	CR_04_A058	50401591	50501591	pri.CM030196.1	83580847	83723880	+	0.22636	4	false	false
Flamingo	CR_04	CR_04_A058	50401591	50501591					0.17046	3	false	true
Dove	CR_04	CR_04_A058	50401591	50501591	1.LR594554.2	1166494	28690875	-	0.3434	4	false	false
Sandgrouse	CR_04	CR_04_A058	50401591	50501591					0.11865	1	false	true
Turaco	CR_04	CR_04_A058	50401591	50501591					0.05622	1	false	true
Cuckoo	CR_04	CR_04_A058	50401591	50501591					0.1755	3	false	true
Stork	CR_04	CR_04_A059	50501591	50601591	pri.CM030196.1	83774233	83838420	+	0.40423	5	false	false
Flamingo	CR_04	CR_04_A059	50501591	50601591	pri.chr4	62641803	62717751	+	0.54138	6	false	false
Dove	CR_04	CR_04_A059	50501591	50601591	1.LR594554.2	28565209	28668186	-	0.44836	6	false	false
Sandgrouse	CR_04	CR_04_A059	50501591	50601591	pri.chr15	22178630	22230143	+	0.46667	4	false	false
Turaco	CR_04	CR_04_A059	50501591	50601591	pri.chr5	1352764	1407496	+	0.33563	2	false	false
Cuckoo	CR_04	CR_04_A059	50501591	50601591					0.18168	2	false	true
Stork	CR_04	CR_04_A060	50601591	50701591	pri.CM030196.1	83848472	83947952	+	0.48883	6	false	false
Flamingo	CR_04	CR_04_A060	50601591	50701591	pri.chr4	62731263	62834518	+	0.75421	2	false	false
Dove	CR_04	CR_04_A060	50601591	50701591	1.LR594554.2	28455900	28519764	-	0.44147	4	false	false
Sandgrouse	CR_04	CR_04_A060	50601591	50701591	pri.chr15	22238304	22304091	+	0.51742	6	false	false
Turaco	CR_04	CR_04_A060	50601591	50701591					0	0	false	true
Cuckoo	CR_04	CR_04_A060	50601591	50701591	pri.CM030640.1	78701313	78751348	+	0.43195	5	false	false
Stork	CR_04	CR_04_A061	50701591	50801591	pri.CM030196.1	83978151	84091977	+	0.63225	8	false	false
Flamingo	CR_04	CR_04_A061	50701591	50801591	pri.chr4	62839617	62969265	+	0.70672	9	false	false
Dove	CR_04	CR_04_A061	50701591	50801591	1.LR594554.2	28336812	28443529	-	0.58175	9	false	false
Sandgrouse	CR_04	CR_04_A061	50701591	50801591	pri.chr15	22320287	22391178	+	0.51616	6	false	false
Turaco	CR_04	CR_04_A061	50701591	50801591	pri.chr5	1191748	1249624	+	0.37278	5	false	false
Cuckoo	CR_04	CR_04_A061	50701591	50801591	pri.CM030640.1	78759606	78855361	+	0.55391	7	false	false
Stork	CR_04	CR_04_A062	50801591	50901591	pri.CM030196.1	84068309	84181750	+	0.72557	7	false	false
Flamingo	CR_04	CR_04_A062	50801591	50901591	pri.chr4	62961455	63087960	+	0.53727	7	false	false
Dove	CR_04	CR_04_A062	50801591	50901591					0.18956	3	false	true
Sandgrouse	CR_04	CR_04_A062	50801591	50901591	pri.chr15	22385193	22478012	+	0.48308	6	false	false
Turaco	CR_04	CR_04_A062	50801591	50901591	pri.chr5	1079646	1159715	+	0.48669	4	false	false
Cuckoo	CR_04	CR_04_A062	50801591	50901591	pri.CM030640.1	78848117	78937396	+	0.42648	6	false	false
Stork	CR_04	CR_04_A063	50901591	51001591	pri.CM030196.1	61562608	84280884	+	0.32023	4	false	false
Flamingo	CR_04	CR_04_A063	50901591	51001591	pri.chr4	59918331	63200018	+	0.23456	3	false	false
Dove	CR_04	CR_04_A063	50901591	51001591					0.08382	1	false	true
Sandgrouse	CR_04	CR_04_A063	50901591	51001591					0.14796	1	false	true
Turaco	CR_04	CR_04_A063	50901591	51001591					0.0496	1	false	true
Cuckoo	CR_04	CR_04_A063	50901591	51001591	pri.CM030640.1	58562453	79009850	+	0.25008	3	false	false
Stork	CR_04	CR_04_A064	51001591	51101591	pri.CM030196.1	61470490	61591881	+	0.6981	4	false	false
Flamingo	CR_04	CR_04_A064	51001591	51101591	pri.chr4	59918331	60040868	+	0.62568	4	false	false
Dove	CR_04	CR_04_A064	51001591	51101591	1.LR594554.2	30786725	30838807	+	0.35748	1	false	false
Sandgrouse	CR_04	CR_04_A064	51001591	51101591	pri.chr15	19995996	20192828	+	0.51954	1	false	false
Turaco	CR_04	CR_04_A064	51001591	51101591	pri.chr5	83149996	83270726	+	0.66477	5	false	false
Cuckoo	CR_04	CR_04_A064	51001591	51101591	pri.CM030640.1	58470062	58584402	-	0.63936	4	false	false
Stork	CR_04	CR_04_A065	51101591	51201591	pri.CM030196.1	61365381	61486687	+	0.76844	9	false	false
Flamingo	CR_04	CR_04_A065	51101591	51201591	pri.chr4	60024450	60146711	+	0.8339	8	false	false
Dove	CR_04	CR_04_A065	51101591	51201591	1.LR594554.2	30786725	30946566	+	0.57497	4	false	false
Sandgrouse	CR_04	CR_04_A065	51101591	51201591	pri.chr15	19995996	20192828	+	1	1	false	false
Turaco	CR_04	CR_04_A065	51101591	51201591	pri.chr5	83042321	83166177	+	0.48146	6	false	false
Cuckoo	CR_04	CR_04_A065	51101591	51201591	pri.CM030640.1	58367198	58486057	-	0.69236	8	false	false
Stork	CR_04	CR_04_A066	51201591	51301591	pri.CM030196.1	61255528	61387333	+	0.73254	5	false	false
Flamingo	CR_04	CR_04_A066	51201591	51301591	pri.chr4	60124345	60374959	+	0.92865	5	false	false
Dove	CR_04	CR_04_A066	51201591	51301591	1.LR594554.2	31029626	31085993	+	0.24234	3	false	false
Sandgrouse	CR_04	CR_04_A066	51201591	51301591	pri.chr15	19995996	20223064	+	0.81048	3	false	false
Turaco	CR_04	CR_04_A066	51201591	51301591	pri.chr5	82935602	83049532	+	0.44473	7	false	false
Cuckoo	CR_04	CR_04_A066	51201591	51301591	pri.CM030640.1	58299299	58375833	-	0.6295	4	false	false
Stork	CR_04	CR_04_A067	51301591	51401591	pri.CM030196.1	61152248	61262796	+	0.39251	6	false	false
Flamingo	CR_04	CR_04_A067	51301591	51401591	pri.chr4	60228491	60374959	+	1	1	false	false
Dove	CR_04	CR_04_A067	51301591	51401591	1.LR594554.2	31089320	31192102	+	0.58258	7	false	false
Sandgrouse	CR_04	CR_04_A067	51301591	51401591	pri.chr15	20215364	20324108	+	0.56992	7	false	false
Turaco	CR_04	CR_04_A067	51301591	51401591	pri.chr5	82799334	82917990	+	0.2177	3	false	false
Cuckoo	CR_04	CR_04_A067	51301591	51401591	pri.CM030640.1	58145512	58246256	-	0.33115	5	false	false
Stork	CR_04	CR_04_A068	51401591	51501591	pri.CM030196.1	61031446	61159356	+	0.52636	6	false	false
Flamingo	CR_04	CR_04_A068	51401591	51501591	pri.chr4	60228491	60480074	+	0.91928	3	false	false
Dove	CR_04	CR_04_A068	51401591	51501591	1.LR594554.2	31184608	31337916	+	0.8177	3	false	false
Sandgrouse	CR_04	CR_04_A068	51401591	51501591	pri.chr15	20312748	20416142	+	0.61115	5	false	false
Turaco	CR_04	CR_04_A068	51401591	51501591	pri.chr5	82699046	82823407	+	0.58634	4	false	false
Cuckoo	CR_04	CR_04_A068	51401591	51501591	pri.CM030640.1	58022585	58152324	-	0.51696	7	false	false
Stork	CR_04	CR_04_A069	51501591	51601591	pri.CM030196.1	60750296	61048949	+	0.4465	3	false	false
Flamingo	CR_04	CR_04_A069	51501591	51601591	pri.chr4	60462789	60567796	+	0.53141	6	false	false
Dove	CR_04	CR_04_A069	51501591	51601591	1.LR594554.2	31228710	31337916	+	0.35535	1	false	false
Sandgrouse	CR_04	CR_04_A069	51501591	51601591	pri.chr15	20399831	20496614	+	0.52332	6	false	false
Turaco	CR_04	CR_04_A069	51501591	51601591	pri.chr5	82593473	82686718	+	0.22155	3	false	false
Cuckoo	CR_04	CR_04_A069	51501591	51601591	pri.CM030640.1	57928555	58039575	-	0.34478	4	false	false
Stork	CR_04	CR_04_A070	51601591	51701591	pri.CM030196.1	60750296	60964702	+	1	1	false	false
Flamingo	CR_04	CR_04_A070	51601591	51701591	pri.chr4	60558127	60758136	+	0.75875	8	false	false
Dove	CR_04	CR_04_A070	51601591	51701591	1.LR594554.2	28749088	28922150	-	0.97273	1	false	false
Sandgrouse	CR_04	CR_04_A070	51601591	51701591	pri.chr15	20487908	20590300	+	0.66351	9	false	false
Turaco	CR_04	CR_04_A070	51601591	51701591	pri.chr5	82403249	82563779	+	0.54331	5	false	false
Cuckoo	CR_04	CR_04_A070	51601591	51701591	pri.CM030640.1	57820919	57925248	-	0.70149	9	false	false
Stork	CR_04	CR_04_A071	51701591	51801591	pri.CM030196.1	60750296	76068156	+	0.81998	2	false	false
Flamingo	CR_04	CR_04_A071	51701591	51801591	pri.chr4	60647983	76027830	+	0.79603	2	false	false
Dove	CR_04	CR_04_A071	51701591	51801591	1.LR594554.2	15218351	28922150	-	0.82993	2	false	false
Sandgrouse	CR_04	CR_04_A071	51701591	51801591	pri.chr15	10147575	20652298	+	0.62977	4	false	false
Turaco	CR_04	CR_04_A071	51701591	51801591	pri.chr5	8806532	82508955	+	0.71664	2	false	false
Cuckoo	CR_04	CR_04_A071	51701591	51801591	pri.CM030640.1	57737600	71679734	-	0.59396	3	false	false
Stork	CR_04	CR_04_A072	51801591	51901591	pri.CM030196.1	75964555	76108921	+	0.82222	2	false	false
Flamingo	CR_04	CR_04_A072	51801591	51901591	pri.chr4	76015730	76164036	+	0.56777	8	false	false
Dove	CR_04	CR_04_A072	51801591	51901591	1.LR594554.2	15192400	15325407	-	0.84754	2	false	false
Sandgrouse	CR_04	CR_04_A072	51801591	51901591	pri.chr15	10147575	10302559	+	1	1	false	false
Turaco	CR_04	CR_04_A072	51801591	51901591	pri.chr5	8806532	9081346	+	1	1	false	false
Cuckoo	CR_04	CR_04_A072	51801591	51901591	pri.CM030640.1	71592633	71849790	+	0.8246	2	false	false
Stork	CR_04	CR_04_A073	51901591	52001591	pri.CM030196.1	76099124	76224257	+	0.55878	8	false	false
Flamingo	CR_04	CR_04_A073	51901591	52001591	pri.chr4	76157102	76268583	+	0.61977	6	false	false
Dove	CR_04	CR_04_A073	51901591	52001591	1.LR594554.2	15089839	15199047	-	0.56808	5	false	false
Sandgrouse	CR_04	CR_04_A073	51901591	52001591	pri.chr15	10147575	10373350	+	0.66739	6	false	false
Turaco	CR_04	CR_04_A073	51901591	52001591	pri.chr5	8806532	9081346	+	1	1	false	false
Cuckoo	CR_04	CR_04_A073	51901591	52001591	pri.CM030640.1	71687427	71849790	+	1	1	false	false
Stork	CR_04	CR_04_A074	52001591	52101591	pri.CM030196.1	76236443	76351886	+	0.71404	4	false	false
Flamingo	CR_04	CR_04_A074	52001591	52101591	pri.chr4	76280817	76399817	+	0.61127	3	false	false
Dove	CR_04	CR_04_A074	52001591	52101591	1.LR594554.2	14977309	15078864	-	0.64479	6	false	false
Sandgrouse	CR_04	CR_04_A074	52001591	52101591	pri.chr15	10381837	10492550	+	0.78357	5	false	false
Turaco	CR_04	CR_04_A074	52001591	52101591	pri.chr5	8707235	9081346	+	0.75047	2	false	false
Cuckoo	CR_04	CR_04_A074	52001591	52101591	pri.CM030640.1	71687427	71943713	+	0.75056	2	false	false
Stork	CR_04	CR_04_A075	52101591	52201591	pri.CM030196.1	76315119	76459195	+	0.71023	9	false	false
Flamingo	CR_04	CR_04_A075	52101591	52201591	pri.chr4	76362443	76501328	+	0.63848	8	false	false
Dove	CR_04	CR_04_A075	52101591	52201591	1.LR594554.2	14864705	14987285	-	0.60752	9	false	false
Sandgrouse	CR_04	CR_04_A075	52101591	52201591	pri.chr15	10456136	10691074	+	0.82476	2	false	false
Turaco	CR_04	CR_04_A075	52101591	52201591	pri.chr5	8616853	8782065	+	0.81666	8	false	false
Cuckoo	CR_04	CR_04_A075	52101591	52201591	pri.CM030640.1	71871986	72029839	+	0.77308	8	false	false
Stork	CR_04	CR_04_A076	52201591	52301591	pri.CM030196.1	76449707	76551700	+	0.45808	5	false	false
Flamingo	CR_04	CR_04_A076	52201591	52301591	pri.chr4	76493737	76607220	+	0.62943	8	false	false
Dove	CR_04	CR_04_A076	52201591	52301591	1.LR594554.2	14761043	14872044	-	0.5657	7	false	false
Sandgrouse	CR_04	CR_04_A076	52201591	52301591	pri.chr15	10512302	10764049	+	0.97536	2	false	false
Turaco	CR_04	CR_04_A076	52201591	52301591	pri.chr5	8514637	8627415	+	0.53058	6	false	false
Cuckoo	CR_04	CR_04_A076	52201591	52301591	pri.CM030640.1	72020465	72130262	+	0.58771	7	false	false
Stork	CR_04	CR_04_A077	52301591	52401591	pri.CM030196.1	76571457	76870904	+	0.67691	5	false	false
Flamingo	CR_04	CR_04_A077	52301591	52401591	pri.chr4	76613639	76916867	+	0.62862	4	false	false
Dove	CR_04	CR_04_A077	52301591	52401591	1.LR594554.2	14650001	14753037	-	0.45933	5	false	false
Sandgrouse	CR_04	CR_04_A077	52301591	52401591	pri.chr15	10693290	10979111	+	0.8517	2	false	false
Turaco	CR_04	CR_04_A077	52301591	52401591	pri.chr5	8401448	8509399	+	0.60921	6	false	false
Cuckoo	CR_04	CR_04_A077	52301591	52401591	pri.CM030640.1	72136900	72419189	+	0.63308	6	false	false
Stork	CR_04	CR_04_A078	52401591	52501591	pri.CM030196.1	76646562	76870904	+	1	1	false	false
Flamingo	CR_04	CR_04_A078	52401591	52501591	pri.chr4	76687332	76916867	+	1	1	false	false
Dove	CR_04	CR_04_A078	52401591	52501591	1.LR594554.2	14431579	14658372	-	0.69034	2	false	false
Sandgrouse	CR_04	CR_04_A078	52401591	52501591	pri.chr15	10773340	10979111	+	1	1	false	false
Turaco	CR_04	CR_04_A078	52401591	52501591	pri.chr5	8328700	8413214	+	0.59844	8	false	false
Cuckoo	CR_04	CR_04_A078	52401591	52501591	pri.CM030640.1	72208065	72419189	+	1	1	false	false
Stork	CR_04	CR_04_A079	52501591	52601591	pri.CM030196.1	76646562	76944676	+	0.95238	2	false	false
Flamingo	CR_04	CR_04_A079	52501591	52601591	pri.chr4	76687332	77036717	+	0.95176	2	false	false
Dove	CR_04	CR_04_A079	52501591	52601591	1.LR594554.2	14154824	14589536	-	0.9576	2	false	false
Sandgrouse	CR_04	CR_04_A079	52501591	52601591	pri.chr15	10773340	11189612	+	0.95092	2	false	false
Turaco	CR_04	CR_04_A079	52501591	52601591	pri.chr5	8200091	8303498	+	0.64253	6	false	false
Cuckoo	CR_04	CR_04_A079	52501591	52601591	pri.CM030640.1	72208065	72698503	+	0.87279	2	false	false
Stork	CR_04	CR_04_A080	52601591	52701591	pri.CM030196.1	76876200	76990406	+	0.72121	3	false	false
Flamingo	CR_04	CR_04_A080	52601591	52701591	pri.chr4	76922013	77036717	+	0.91004	1	false	false
Dove	CR_04	CR_04_A080	52601591	52701591	1.LR594554.2	14154824	14427175	-	1	1	false	false
Sandgrouse	CR_04	CR_04_A080	52601591	52701591	pri.chr15	10981721	11189612	+	1	1	false	false
Turaco	CR_04	CR_04_A080	52601591	52701591	pri.chr5	8068993	8210185	+	0.28721	4	false	false
Cuckoo	CR_04	CR_04_A080	52601591	52701591	pri.CM030640.1	72430505	72698503	+	1	1	false	false
Stork	CR_04	CR_04_A081	52701591	52801591	pri.CM030196.1	77010537	77117807	+	0.46103	6	false	false
Flamingo	CR_04	CR_04_A081	52701591	52801591	pri.chr4	77056233	77166378	+	0.43016	6	false	false
